                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     21,                0.47391,                0.37236,                0.93692,                0.99299,                      1,                  0.995,                0.93918,                0.41477,                0.42056,                0.92781,                0.00802,                0.00802,                0.00802
                     22,                  0.505,                 0.4032,                0.94023,                0.99642,                      1,                  0.995,                0.88731,                 0.5021,                0.43233,                0.92281,               0.007921,               0.007921,               0.007921
                     23,                0.50265,                0.41038,                0.95864,                0.98651,                      1,                  0.995,                0.91946,                0.38109,                0.40267,                0.87714,               0.007822,               0.007822,               0.007822
                     24,                0.47468,                0.36895,                0.95243,                0.94285,                      1,                 0.9831,                0.93981,                0.39239,                0.44441,                0.88103,               0.007723,               0.007723,               0.007723
                     25,                0.47847,                0.37711,                0.97645,                0.94674,                      1,                  0.995,                0.92365,                0.37313,                0.34928,                0.86394,               0.007624,               0.007624,               0.007624
                     26,                0.44657,                0.36614,                0.92994,                0.95654,                      1,                  0.995,                0.91968,                 0.3941,                0.51056,                0.87769,               0.007525,               0.007525,               0.007525
                     27,                0.46464,                0.36467,                0.94979,                0.99163,                      1,                  0.995,                0.92662,                0.37706,                0.43179,                 0.8689,               0.007426,               0.007426,               0.007426
                     28,                0.45402,                0.37795,                 0.9744,                0.99431,                      1,                  0.995,                0.91739,                0.40131,                0.38906,                0.87817,               0.007327,               0.007327,               0.007327
                     29,                0.48998,                0.39122,                0.97461,                 0.9952,                      1,                  0.995,                0.94363,                0.37657,                0.29596,                0.87514,               0.007228,               0.007228,               0.007228
                     30,                0.45855,                0.35811,                0.94487,                0.95398,                      1,                  0.995,                0.93464,                0.38294,                0.33365,                0.86783,               0.007129,               0.007129,               0.007129
                     31,                0.50059,                0.36939,                0.94426,                0.99729,                      1,                  0.995,                0.94357,                0.35431,                0.25756,                0.86763,                0.00703,                0.00703,                0.00703
                     32,                0.45955,                0.35946,                0.94773,                0.99584,                      1,                  0.995,                0.94766,                0.34753,                0.29108,                0.84898,               0.006931,               0.006931,               0.006931
                     33,                0.43824,                0.35971,                0.93662,                0.98887,                      1,                  0.995,                0.94524,                0.34324,                0.35068,                0.85191,               0.006832,               0.006832,               0.006832
                     34,                0.47296,                0.36488,                0.94294,                0.99613,                      1,                  0.995,                0.95396,                0.34669,                0.32494,                0.83649,               0.006733,               0.006733,               0.006733
                     35,                0.43919,                0.34813,                0.93591,                0.99655,                      1,                  0.995,                0.94954,                0.33833,                0.29067,                0.84416,               0.006634,               0.006634,               0.006634
                     36,                0.41854,                 0.3376,                0.92515,                0.99629,                      1,                  0.995,                0.95231,                0.34833,                 0.2663,                0.85906,               0.006535,               0.006535,               0.006535
                     37,                0.42428,                0.32253,                0.91878,                0.98663,                      1,                  0.995,                0.94345,                0.35771,                0.29823,                0.86211,               0.006436,               0.006436,               0.006436
                     38,                0.41257,                0.31905,                0.91841,                0.99499,                   0.95,                0.95187,                0.84674,                0.56363,                0.48415,                 1.1472,               0.006337,               0.006337,               0.006337
                     39,                0.42806,                0.34349,                0.92402,                0.72724,                0.79989,                0.85098,                 0.5106,                 1.4131,                 1.5773,                 2.3422,               0.006238,               0.006238,               0.006238
                     40,                0.43147,                0.33482,                0.92688,                0.99111,                      1,                  0.995,                0.92327,                 0.3844,                0.39265,                 0.8971,               0.006139,               0.006139,               0.006139
                     41,                0.41795,                0.32774,                 0.9266,                0.94834,                      1,                  0.995,                0.79756,                0.65633,                0.61945,                 1.3762,                0.00604,                0.00604,                0.00604
                     42,                0.39985,                0.31495,                0.91915,                0.99628,                      1,                  0.995,                0.75434,                0.77291,                0.54986,                 1.4802,               0.005941,               0.005941,               0.005941
                     43,                0.41023,                 0.3342,                0.94355,                0.95237,                0.99976,                0.99024,                0.73101,                0.97061,                0.59382,                 1.6923,               0.005842,               0.005842,               0.005842
                     44,                 0.4084,                0.33766,                 0.9286,                0.99681,                      1,                  0.995,                0.87923,                0.48939,                 0.3268,                 1.0481,               0.005743,               0.005743,               0.005743
                     45,                0.39869,                 0.3131,                0.90785,                0.99653,                      1,                  0.995,                0.95218,                0.31312,                0.31212,                0.83631,               0.005644,               0.005644,               0.005644
                     46,                0.39443,                0.31373,                0.89884,                0.99718,                      1,                  0.995,                0.96704,                0.28664,                0.23083,                0.82232,               0.005545,               0.005545,               0.005545
                     47,                 0.4048,                0.31229,                0.91845,                0.99704,                      1,                  0.995,                0.97296,                0.29398,                0.23275,                0.82578,               0.005446,               0.005446,               0.005446
                     48,                0.39363,                0.30111,                0.93467,                 0.9966,                      1,                  0.995,                 0.9569,                0.31071,                0.25521,                0.82407,               0.005347,               0.005347,               0.005347
                     49,                0.40199,                 0.3194,                0.89022,                0.99722,                      1,                  0.995,                0.97268,                 0.3429,                0.30002,                0.83373,               0.005248,               0.005248,               0.005248
                     50,                0.38204,                 0.3023,                0.91054,                0.99705,                      1,                  0.995,                0.97273,                0.30408,                0.21997,                0.82943,               0.005149,               0.005149,               0.005149
                     51,                0.39714,                0.31798,                  0.917,                0.99707,                      1,                  0.995,                0.95788,                0.32425,                0.26242,                0.85292,                0.00505,                0.00505,                0.00505
                     52,                0.41092,                0.31656,                0.93999,                0.99733,                      1,                  0.995,                0.96571,                0.32391,                0.26092,                0.85411,               0.004951,               0.004951,               0.004951
                     53,                0.39241,                0.31967,                0.92365,                0.99729,                      1,                  0.995,                0.95704,                0.32312,                0.24299,                0.84965,               0.004852,               0.004852,               0.004852
                     54,                0.36315,                0.28341,                0.91251,                0.99737,                      1,                  0.995,                0.98257,                0.30567,                0.24298,                0.84415,               0.004753,               0.004753,               0.004753
                     55,                0.37784,                0.29587,                0.90473,                0.99739,                      1,                  0.995,                 0.9713,                0.30056,                 0.2669,                0.84045,               0.004654,               0.004654,               0.004654
                     56,                0.39193,                0.31476,                0.92622,                0.99739,                      1,                  0.995,                0.97987,                0.28876,                0.24607,                0.83956,               0.004555,               0.004555,               0.004555
                     57,                0.36798,                0.29614,                0.88903,                      1,                      1,                  0.995,                0.97081,                0.30093,                  0.231,                0.84205,               0.004456,               0.004456,               0.004456
                     58,                0.39004,                 0.2929,                0.92896,                      1,                      1,                  0.995,                0.98093,                 0.3072,                0.22355,                0.84158,               0.004357,               0.004357,               0.004357
                     59,                0.35705,                0.28772,                0.87651,                0.99725,                      1,                  0.995,                0.95049,                0.30532,                0.24744,                0.83053,               0.004258,               0.004258,               0.004258
                     60,                0.35623,                0.27711,                0.88738,                0.99729,                      1,                  0.995,                 0.9565,                 0.3062,                0.22207,                0.83043,               0.004159,               0.004159,               0.004159
                     61,                 0.3659,                0.27355,                0.89528,                0.99723,                      1,                  0.995,                0.96574,                0.30575,                0.23142,                0.81883,                0.00406,                0.00406,                0.00406
                     62,                0.35858,                0.28243,                0.89471,                0.99284,                      1,                  0.995,                0.96526,                0.27975,                0.21604,                 0.8164,               0.003961,               0.003961,               0.003961
                     63,                0.34668,                0.28473,                0.88529,                0.99734,                      1,                  0.995,                 0.9787,                0.26786,                0.18908,                0.81334,               0.003862,               0.003862,               0.003862
                     64,                0.35801,                0.26742,                0.90373,                0.99732,                      1,                  0.995,                0.97998,                0.27752,                0.21652,                0.81306,               0.003763,               0.003763,               0.003763
                     65,                0.34114,                 0.2711,                0.88414,                0.99704,                      1,                  0.995,                0.98128,                0.27067,                0.19501,                 0.8088,               0.003664,               0.003664,               0.003664
                     66,                0.35141,                0.25049,                0.88566,                0.99723,                      1,                  0.995,                0.96373,                 0.2803,                 0.2206,                0.81094,               0.003565,               0.003565,               0.003565
                     67,                0.34508,                0.25939,                0.90639,                0.99743,                      1,                  0.995,                0.97912,                0.26866,                0.19469,                0.79633,               0.003466,               0.003466,               0.003466
                     68,                0.34084,                0.25511,                 0.8999,                 0.9974,                      1,                  0.995,                0.97491,                0.27645,                0.21579,                0.79701,               0.003367,               0.003367,               0.003367
                     69,                0.36318,                0.27752,                0.91092,                0.99739,                      1,                  0.995,                0.97969,                0.26484,                 0.1876,                0.79814,               0.003268,               0.003268,               0.003268
                     70,                0.34117,                0.26006,                 0.9088,                0.99742,                      1,                  0.995,                0.96308,                0.27327,                 0.2069,                0.80207,               0.003169,               0.003169,               0.003169
                     71,                0.33893,                0.25253,                0.89935,                 0.9974,                      1,                  0.995,                0.96884,                0.27468,                0.18211,                0.80683,                0.00307,                0.00307,                0.00307
                     72,                0.30809,                0.24102,                0.85756,                0.99739,                      1,                  0.995,                0.98111,                0.25965,                0.17804,                 0.8061,               0.002971,               0.002971,               0.002971
                     73,                0.33276,                0.25577,                0.90165,                0.99736,                      1,                  0.995,                0.97257,                0.25533,                0.18782,                0.80136,               0.002872,               0.002872,               0.002872
                     74,                0.32895,                0.25828,                 0.8833,                      1,                      1,                  0.995,                0.98462,                0.26136,                0.16732,                  0.802,               0.002773,               0.002773,               0.002773
                     75,                 0.3304,                0.25525,                0.87783,                 0.9974,                      1,                  0.995,                0.98102,                0.26627,                 0.1779,                 0.8012,               0.002674,               0.002674,               0.002674
                     76,                0.32736,                0.25322,                0.89388,                0.99738,                      1,                  0.995,                0.97194,                0.26668,                0.18304,                0.80334,               0.002575,               0.002575,               0.002575
                     77,                0.30392,                0.22733,                0.87416,                 0.9974,                      1,                  0.995,                0.98359,                0.26009,                0.17347,                0.79851,               0.002476,               0.002476,               0.002476
                     78,                0.30184,                0.22724,                0.88145,                 0.9974,                      1,                  0.995,                0.97952,                0.26119,                0.16734,                0.79933,               0.002377,               0.002377,               0.002377
                     79,                0.28193,                0.22654,                0.86276,                0.99739,                      1,                  0.995,                0.98825,                0.26269,                0.16747,                0.79839,               0.002278,               0.002278,               0.002278
                     80,                 0.3058,                0.23421,                0.87807,                0.99736,                      1,                  0.995,                0.98825,                0.25933,                0.16484,                0.79499,               0.002179,               0.002179,               0.002179
                     81,                0.29947,                0.22747,                0.88257,                0.99737,                      1,                  0.995,                0.97268,                0.26368,                 0.1728,                0.79839,                0.00208,                0.00208,                0.00208
                     82,                0.29845,                0.21962,                0.87192,                0.99676,                      1,                  0.995,                0.96815,                0.24288,                0.16902,                0.79086,               0.001981,               0.001981,               0.001981
                     83,                0.30647,                0.21466,                 0.8791,                0.99727,                      1,                  0.995,                  0.969,                0.25026,                 0.1802,                0.79139,               0.001882,               0.001882,               0.001882
                     84,                0.31149,                0.22433,                0.88705,                0.99731,                      1,                  0.995,                 0.9693,                0.25273,                0.17458,                0.79102,               0.001783,               0.001783,               0.001783
                     85,                0.29022,                0.20646,                0.88052,                 0.9972,                      1,                  0.995,                0.97611,                0.24799,                0.15632,                0.79078,               0.001684,               0.001684,               0.001684
                     86,                0.30313,                0.22933,                0.90254,                0.99732,                      1,                  0.995,                0.97691,                0.26195,                0.15272,                0.79591,               0.001585,               0.001585,               0.001585
                     87,                0.27384,                0.19835,                0.87038,                0.99677,                      1,                  0.995,                 0.9735,                 0.2595,                0.16469,                0.80397,               0.001486,               0.001486,               0.001486
                     88,                0.29412,                0.21348,                0.87685,                0.99624,                      1,                  0.995,                0.97142,                0.26162,                0.17301,                0.80618,               0.001387,               0.001387,               0.001387
                     89,                0.32761,                0.23766,                0.89827,                0.99727,                      1,                  0.995,                0.97056,                 0.2644,                   0.18,                0.80301,               0.001288,               0.001288,               0.001288
                     90,                0.22215,                0.18045,                0.80472,                0.99726,                      1,                  0.995,                0.98027,                0.25166,                0.16584,                0.79381,               0.001189,               0.001189,               0.001189
                     91,                0.20951,                0.16158,                0.79983,                0.99734,                      1,                  0.995,                0.98493,                0.24865,                0.15781,                0.78848,                0.00109,                0.00109,                0.00109
                     92,                0.19845,                 0.1598,                0.77758,                 0.9974,                      1,                  0.995,                0.99211,                0.24535,                0.14453,                0.78684,               0.000991,               0.000991,               0.000991
                     93,                0.20551,                0.15776,                 0.8016,                0.99743,                      1,                  0.995,                0.99228,                0.22825,                0.13334,                0.78499,               0.000892,               0.000892,               0.000892
                     94,                0.20255,                0.15135,                0.80941,                0.99744,                      1,                  0.995,                0.99219,                0.23259,                0.14016,                0.78531,               0.000793,               0.000793,               0.000793
                     95,                0.20485,                0.15301,                0.78504,                0.99745,                      1,                  0.995,                0.97478,                0.23612,                0.14709,                0.78563,               0.000694,               0.000694,               0.000694
                     96,                0.19967,                0.14956,                0.78558,                0.99744,                      1,                  0.995,                0.98609,                 0.2364,                0.14844,                0.78538,               0.000595,               0.000595,               0.000595
                     97,                0.19104,                0.15264,                0.81414,                0.99743,                      1,                  0.995,                0.98487,                0.24089,                0.14729,                0.78463,               0.000496,               0.000496,               0.000496
                     98,                0.20151,                0.15258,                0.78919,                0.99746,                      1,                  0.995,                0.98459,                0.24014,                0.15283,                0.78507,               0.000397,               0.000397,               0.000397
                     99,                 0.1995,                 0.1541,                0.79067,                0.99746,                      1,                  0.995,                0.98457,                0.23342,                0.14664,                0.78331,               0.000298,               0.000298,               0.000298
